year,university,school,degree,Key,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile,gross_monthly_mean.1,gross_monthly_median.1,gross_mthly_25_percentile.1,gross_mthly_75_percentile.1
2016,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,1673,100,92.9,3729,3680,3803,4000,3500,4200,3803,4000,3500,4200
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,1674,91.1,58.9,2652,2600,2652,2600,2500,2700,2652,2600,2500,2700
2016,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,1675,97.4,76.3,2467,2500,2485,2515,2200,2800,2485,2515,2200,2800
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,1676,85.9,71.8,3201,3100,3463,3300,3080,3650,3463,3300,3080,3650
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,1677,86.4,79.7,3239,3000,3440,3200,2800,3700,3440,3200,2800,3700
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,1678,95.2,81,3812,3425,3956,3840,3200,4530,3956,3840,3200,4530
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,1679,87,77.8,3162,3000,3344,3200,2900,3575,3344,3200,2900,3575
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture,1680,90,90,3172,3250,3239,3300,3000,3500,3239,3300,3000,3500
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering,1681,86.4,72.7,3172,3275,3286,3430,3000,3600,3286,3430,3000,3600
2016,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,1682,86.7,62.2,2598,2600,2707,2600,2420,2800,2707,2600,2420,2800
2016,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,1683,78.6,67.9,2776,2900,3149,3130,2500,3700,3149,3130,2500,3700
2016,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,1684,90.9,86.4,2978,3000,3042,3000,2825,3350,3042,3000,2825,3350
2016,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,1685,86.2,69,2231,2250,2344,2300,2000,2500,2344,2300,2000,2500
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Diagnostic Radiography),1686,88.2,88.2,3406,3385,3628,3660,3400,3930,3628,3660,3400,3930
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Occupational Therapy),1687,100,100,3297,3200,3301,3200,3100,3500,3301,3200,3100,3500
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Physiotherapy),1688,100,100,3310,3300,3344,3300,3240,3500,3344,3300,3240,3500
2016,Singapore Institute of Technology,Trinity College Dublin / Singapore Institute of Technology-Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,1689,na,na,na,na,na,na,na,na,na,na,na,na
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,1690,81.6,65.3,3042,3000,3277,3200,2800,3700,3277,3200,2800,3700
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,1691,82.2,64.4,3312,3225,3390,3275,2900,4009,3390,3275,2900,4009
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,1692,87,70.4,3187,3000,3273,3200,3000,3365,3273,3200,3000,3365
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,1693,88.7,80.3,3406,3200,3523,3300,3000,3800,3523,3300,3000,3800
2016,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,1694,89.8,81.6,3645,3600,3704,3600,3400,3900,3704,3600,3400,3900
2016,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,1695,92.7,85.5,3378,3400,3600,3600,3400,3750,3600,3600,3400,3750
2016,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,1696,92.6,81.5,4096,4200,4131,4200,3700,4600,4131,4200,3700,4600
2016,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,1697,98,92,2705,2700,2707,2700,2600,2850,2707,2700,2600,2850
2016,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Product Development),1698,87,79.7,3620,3500,3690,3600,3300,3750,3690,3600,3300,3750
2016,Singapore University of Technology and Design,na,Bachelor of Engineering (Information Systems Technology and Design),1699,91.9,91.9,4197,4000,4232,4000,3500,4950,4232,4000,3500,4950
2016,Singapore University of Technology and Design,na,Bachelor of Engineering (Engineering Systems and Design),1700,100,93.5,3695,3600,3830,3650,3550,4200,3830,3650,3550,4200
2016,Singapore University of Technology and Design,na,Bachelor of Science (Architecture and Sustainable Design) ###,1701,na,na,na,na,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Accountancy (Hons),1702,97.1,94.5,3121,3000,3166,3000,2900,3100,3166,3000,2900,3100
2017,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Bachelor of Accountancy (Hons) and Bachelor of Business (Hons),1703,97.2,94.3,3830,3500,3892,3600,3013,4317,3892,3600,3013,4317
2017,Nanyang Technological University,College of Business (Nanyang Business School),Bachelor of Business (Hons),1704,93,80.8,3530,3300,3643,3300,3000,3800,3643,3300,3000,3800
2017,Nanyang Technological University,College of Business (Nanyang Business School),Double Degree in Bachelor of Business (Hons) and Bachelor of Engineering (Hons) (Computer Science),1705,100,95,5036,4750,5225,5000,4000,5362,5225,5000,4000,5362
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Aerospace Engineering),1706,80,75,3645,3492,3702,3500,3250,4210,3702,3500,3250,4210
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Aerospace Engineering) and Bachelor of Arts (Hons) in Economics **,1707,na,na,na,na,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Bioengineering),1708,78.3,65.2,3326,3200,3486,3419,3000,3825,3486,3419,3000,3825
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering  (Hons) (Chemical And Biomolecular Engineering),1709,82.3,75.3,3326,3200,3577,3500,3200,4000,3577,3500,3200,4000
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering  (Hons) (Chemical And Biomolecular Engineering) and Bachelor of Arts (Hons) in Economics **,1710,na,na,na,na,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Civil Engineering),1711,98.5,96.9,3373,3300,3442,3400,3190,3675,3442,3400,3190,3675
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Civil Engineering) and Bachelor of Arts (Hons) in Economics **,1712,na,na,na,na,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Computer Engineering),1713,95.1,87.8,3667,3600,3743,3600,3450,3925,3743,3600,3450,3925
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Computer Science),1714,92.4,86.7,4078,3750,4160,3850,3500,4500,4160,3850,3500,4500
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Business (Hons) and Bachelor of Engineering (Hons) (Computer Engineering) **,1715,na,na,na,na,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Electrical & Electronic Engineering),1716,89.3,85,3532,3500,3657,3600,3200,4000,3657,3600,3200,4000
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Environmental Engineering),1717,71.8,64.1,3538,3475,3588,3635,3200,3950,3588,3635,3200,3950
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Information Engineering & Media),1718,86.9,78.7,3685,3677,3790,3700,3350,4200,3790,3700,3350,4200
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Information Engineering & Media) and Bachelor of Arts (Hons) in Economics **,1719,na,na,na,na,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Science (Hons) (Maritime Studies),1720,92.2,92.2,3279,3200,3333,3320,3000,3500,3333,3320,3000,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Materials Engineering),1721,84.9,75.6,3288,3200,3434,3375,3200,3700,3434,3375,3200,3700
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Materials Engineering) and Bachelor of Arts (Hons) in Economics **,1722,na,na,na,na,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Mechanical Engineering),1723,82.7,74.9,3422,3300,3579,3450,3100,4000,3579,3450,3100,4000
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Mechanical Engineering) and Bachelor of Arts (Hons) in Economics **,1724,na,na,na,na,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Fine Arts (Hons),1725,88.5,54,2862,2800,2909,2800,2500,3200,2909,2800,2500,3200
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Chinese,1726,84.6,67.7,3119,3300,3147,3300,2750,3500,3147,3300,2750,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Communication Studies (Hons),1727,92.6,62.2,3134,3000,3184,3000,2775,3500,3184,3000,2775,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Economics,1728,84.7,75.5,3286,3200,3379,3240,3000,3720,3379,3240,3000,3720
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in English,1729,77.8,50.8,3042,3000,3149,3000,2800,3300,3149,3000,2800,3300
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in History,1730,86,68.4,3206,3100,3265,3200,3000,3600,3265,3200,3000,3600
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Linguistics And Multilingual Studies,1731,80,60,3042,3000,3117,3100,2600,3500,3117,3100,2600,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Philosophy **,1732,na,na,na,na,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Psychology,1733,78.9,59.2,3107,3107,3151,3200,2890,3500,3151,3200,2890,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Public Policy And Global Affairs,1734,74.1,66.7,3353,3300,3479,3395,3160,3750,3479,3395,3160,3750
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Sociology,1735,77.6,62.1,3263,3200,3309,3228,2970,3500,3309,3228,2970,3500
2017,Nanyang Technological University,College of Sciences,Double Degree in Bachelor of Science (Hons) in Biomedical Sciences and Bachelor of Medicine (Chinese Medicine) #,1736,92,80,2722,2928,2792,2950,2500,3035,2792,2950,2500,3035
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Biological Sciences,1737,80.4,62.6,3177,3100,3255,3200,3000,3500,3255,3200,3000,3500
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Chemistry & Biological Chemistry,1738,70.1,51.1,3035,3000,3173,3100,2800,3488,3173,3100,2800,3488
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Mathematical Sciences,1739,89.7,79.5,3517,3400,3580,3500,3100,3800,3580,3500,3100,3800
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Mathematics & Economics,1740,89.8,83.1,3504,3290,3625,3400,3013,3775,3625,3400,3013,3775
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Physics/Applied Physics,1741,81.6,61.8,3367,3300,3490,3300,3000,3819,3490,3300,3000,3819
2017,Nanyang Technological University,Sports Science and Management,Bachelor of Science (Hons) (Sport Science & Management),1742,81.1,48.6,3372,3285,3486,3450,2800,4000,3486,3450,2800,4000
2017,Nanyang Technological University,National Institute of Education (NIE),Bachelor of Arts (Hons) (Education),1743,100,100,3489,3600,3589,3600,3500,3800,3589,3600,3500,3800
2017,Nanyang Technological University,National Institute of Education (NIE),Bachelor of Science (Hons) (Education),1744,100,100,3610,3603,3701,3701,3500,3958,3701,3701,3500,3958
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,1745,85.8,61.9,3005,3000,3107,3000,2700,3300,3107,3000,2700,3300
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),1746,88.2,66.7,3309,3300,3391,3360,3000,3600,3391,3360,3000,3600
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,1747,88.3,74.7,3365,3300,3443,3300,3000,3750,3443,3300,3000,3750
2017,National University of Singapore,Faculty Of Dentistry,Bachelor of Dental Surgery,1748,100,100,4124,4050,4143,4050,4000,4400,4143,4050,4000,4400
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),1749,90.6,81.3,3215,3200,3367,3300,3000,3700,3367,3300,3000,3700
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),1750,87.8,81.3,3550,3500,3727,3600,3300,4000,3727,3600,3300,4000
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),1751,95.5,90.9,3361,3300,3427,3300,3135,3700,3427,3300,3135,3700
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),1752,89.4,86.5,3529,3500,3641,3600,3300,3900,3641,3600,3300,3900
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),1753,76.5,64.7,3783,3600,3827,3675,3440,4200,3827,3675,3440,4200
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),1754,86.3,71.2,3425,3100,3546,3350,3000,3800,3546,3350,3000,3800
